STATISTIC,Statistic Label,Year,Y/Month,C02431V02938,Meteorological Weather Station,UNIT,AVERAGE MAX. TEMPERATURE,AVERAGE MIN. TEMPERATURE,MEAN TEMPERATURE,MAX TEMPERATURE,MIN TEMPERATURE
MTM02C1,Average Maximum Temperature,1959,1959M05,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M05,5,Claremorris,Degrees C,17.1,6.8,12,23.7,0.1
MTM02C1,Average Maximum Temperature,1959,1959M05,6,Clones,Degrees C,17.2,6.4,11.8,24.2,-0.2
MTM02C1,Average Maximum Temperature,1959,1959M05,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M05,8,DublinAirport,Degrees C,15.1,8,11.6,20,0.7
MTM02C1,Average Maximum Temperature,1959,1959M05,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M05,10,Kilkenny,Degrees C,18.1,6.7,12.4,24.8,-0.8
MTM02C1,Average Maximum Temperature,1959,1959M05,11,Malin-Head,Degrees C,14,8,11,18.4,1.5
MTM02C1,Average Maximum Temperature,1959,1959M05,12,Mullingar,Degrees C,17.4,7.1,12.3,24.4,0
MTM02C1,Average Maximum Temperature,1959,1959M05,13,Roches-Point,Degrees C,15.4,9.3,12.4,19.1,3.4
MTM02C1,Average Maximum Temperature,1959,1959M05,14,Rosslare,Degrees C,14.6,9.6,12.1,18.9,4.2
MTM02C1,Average Maximum Temperature,1959,1959M05,15,Shannon-Airport,Degrees C,18,7.5,12.8,24.4,-0.5
MTM02C1,Average Maximum Temperature,1959,1959M06,1,Belmullet,Degrees C,16.9,10.2,13.6,22.3,5.8
MTM02C1,Average Maximum Temperature,1959,1959M06,2,Birr,Degrees C,19.2,9.2,14.2,24.6,4.1
MTM02C1,Average Maximum Temperature,1959,1959M06,3,Valentia-Observatory,Degrees C,17.4,10.8,14.1,24.9,5.5
MTM02C1,Average Maximum Temperature,1959,1959M06,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M06,5,Claremorris,Degrees C,18,8.7,13.4,24.4,1.9
MTM02C1,Average Maximum Temperature,1959,1959M06,6,Clones,Degrees C,18.5,9.1,13.8,25.2,4.5
MTM02C1,Average Maximum Temperature,1959,1959M06,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M06,8,DublinAirport,Degrees C,18.1,10,14.1,22.4,6.7
MTM02C1,Average Maximum Temperature,1959,1959M06,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M06,10,Kilkenny,Degrees C,19.7,9,14.4,25.4,3.4
MTM02C1,Average Maximum Temperature,1959,1959M06,11,Malin-Head,Degrees C,16.7,10.5,13.6,23.8,6.1
MTM02C1,Average Maximum Temperature,1959,1959M06,12,Mullingar,Degrees C,19.4,8.9,14.2,24.5,4.5
MTM02C1,Average Maximum Temperature,1959,1959M06,13,Roches-Point,Degrees C,17.7,10.8,14.3,23.3,7.1
MTM02C1,Average Maximum Temperature,1959,1959M06,14,Rosslare,Degrees C,17.4,10.9,14.2,20.4,6.1
MTM02C1,Average Maximum Temperature,1959,1959M06,15,Shannon-Airport,Degrees C,18.9,10.2,14.6,24.7,4.1
MTM02C1,Average Maximum Temperature,1959,1959M07,1,Belmullet,Degrees C,17.1,12.1,14.6,21.7,8.5
MTM02C1,Average Maximum Temperature,1959,1959M07,2,Birr,Degrees C,19.9,11.4,15.7,25.6,5.9
MTM02C1,Average Maximum Temperature,1959,1959M07,3,Valentia-Observatory,Degrees C,18.4,12.2,15.3,26.1,6.3
MTM02C1,Average Maximum Temperature,1959,1959M07,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M07,5,Claremorris,Degrees C,18.5,10.7,14.6,24.9,4.9
MTM02C1,Average Maximum Temperature,1959,1959M07,6,Clones,Degrees C,19,10.9,15,24.7,6.1
MTM02C1,Average Maximum Temperature,1959,1959M07,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M07,8,DublinAirport,Degrees C,19.8,12.2,16,24.3,7.9
MTM02C1,Average Maximum Temperature,1959,1959M07,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M07,10,Kilkenny,Degrees C,20.9,10.9,15.9,26.6,4
MTM02C1,Average Maximum Temperature,1959,1959M07,11,Malin-Head,Degrees C,17.6,12.1,14.9,23.9,8.3
MTM02C1,Average Maximum Temperature,1959,1959M07,12,Mullingar,Degrees C,20,11.3,15.7,25.7,6.2
MTM02C1,Average Maximum Temperature,1959,1959M07,13,Roches-Point,Degrees C,19.2,12.4,15.8,22.3,7.9
MTM02C1,Average Maximum Temperature,1959,1959M07,14,Rosslare,Degrees C,18.6,12.6,15.6,21.1,8.8
MTM02C1,Average Maximum Temperature,1959,1959M07,15,Shannon-Airport,Degrees C,20,12.4,16.2,26.1,6.8
MTM02C1,Average Maximum Temperature,1959,1959M08,1,Belmullet,Degrees C,17.8,12.1,15,21.8,8.2
MTM02C1,Average Maximum Temperature,1959,1959M08,2,Birr,Degrees C,20.7,11.3,16,24.2,4.9
MTM02C1,Average Maximum Temperature,1959,1959M08,3,Valentia-Observatory,Degrees C,19.2,12.4,15.8,22.4,7.3
MTM02C1,Average Maximum Temperature,1959,1959M08,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M08,5,Claremorris,Degrees C,19.1,10.9,15,23.7,5.6
MTM02C1,Average Maximum Temperature,1959,1959M08,6,Clones,Degrees C,19.6,11.4,15.5,22.9,5.1
MTM02C1,Average Maximum Temperature,1959,1959M08,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M08,8,DublinAirport,Degrees C,20,12.2,16.1,25,7.2
MTM02C1,Average Maximum Temperature,1959,1959M08,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M08,10,Kilkenny,Degrees C,21.8,10.8,16.3,25.6,2.9
MTM02C1,Average Maximum Temperature,1959,1959M08,11,Malin-Head,Degrees C,17.6,12.9,15.3,23.4,9.9
MTM02C1,Average Maximum Temperature,1959,1959M08,12,Mullingar,Degrees C,20.3,11.3,15.8,24.1,6.3
MTM02C1,Average Maximum Temperature,1959,1959M08,13,Roches-Point,Degrees C,19.9,12.8,16.4,23.3,8.8
MTM02C1,Average Maximum Temperature,1959,1959M08,14,Rosslare,Degrees C,19.2,13.9,16.6,22.7,10
MTM02C1,Average Maximum Temperature,1959,1959M08,15,Shannon-Airport,Degrees C,20.5,12.1,16.3,24,6.9
MTM02C1,Average Maximum Temperature,1959,1959M09,1,Belmullet,Degrees C,18.2,10.7,14.5,23.2,7.2
MTM02C1,Average Maximum Temperature,1959,1959M09,2,Birr,Degrees C,20.2,8.8,14.5,26.3,3.9
MTM02C1,Average Maximum Temperature,1959,1959M09,3,Valentia-Observatory,Degrees C,19.9,10.4,15.2,26.7,6.6
MTM02C1,Average Maximum Temperature,1959,1959M09,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M09,5,Claremorris,Degrees C,18.4,8.4,13.4,23.3,3.4
MTM02C1,Average Maximum Temperature,1959,1959M09,6,Clones,Degrees C,18.4,8.2,13.3,25.4,4
MTM02C1,Average Maximum Temperature,1959,1959M09,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M09,8,DublinAirport,Degrees C,18.3,10.4,14.4,23.5,5.5
MTM02C1,Average Maximum Temperature,1959,1959M09,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M09,10,Kilkenny,Degrees C,20.5,6.7,13.6,26.4,-1.2
MTM02C1,Average Maximum Temperature,1959,1959M09,11,Malin-Head,Degrees C,17.6,11.2,14.4,24.4,7.5
MTM02C1,Average Maximum Temperature,1959,1959M09,12,Mullingar,Degrees C,19.5,8.8,14.2,25.5,3.9
MTM02C1,Average Maximum Temperature,1959,1959M09,13,Roches-Point,Degrees C,19.2,12.1,15.7,24.4,6.5
MTM02C1,Average Maximum Temperature,1959,1959M09,14,Rosslare,Degrees C,18.3,13,15.7,21.8,8.3
MTM02C1,Average Maximum Temperature,1959,1959M09,15,Shannon-Airport,Degrees C,20.4,10,15.2,25.6,5.7
MTM02C1,Average Maximum Temperature,1959,1959M10,1,Belmullet,Degrees C,15.3,10,12.7,21.7,5.1
MTM02C1,Average Maximum Temperature,1959,1959M10,2,Birr,Degrees C,15.9,8.3,12.1,23.2,0.3
MTM02C1,Average Maximum Temperature,1959,1959M10,3,Valentia-Observatory,Degrees C,16.5,10.7,13.6,23.5,5.1
MTM02C1,Average Maximum Temperature,1959,1959M10,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M10,5,Claremorris,Degrees C,15,7.4,11.2,21.7,1.2
MTM02C1,Average Maximum Temperature,1959,1959M10,6,Clones,Degrees C,15,7.6,11.3,22,0.8
MTM02C1,Average Maximum Temperature,1959,1959M10,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M10,8,DublinAirport,Degrees C,15,8.7,11.9,20.3,1.1
MTM02C1,Average Maximum Temperature,1959,1959M10,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M10,10,Kilkenny,Degrees C,16,7.6,11.8,23.7,-1
MTM02C1,Average Maximum Temperature,1959,1959M10,11,Malin-Head,Degrees C,15.5,10,12.8,21.1,3.7
MTM02C1,Average Maximum Temperature,1959,1959M10,12,Mullingar,Degrees C,15.6,7.4,11.5,22.9,1
MTM02C1,Average Maximum Temperature,1959,1959M10,13,Roches-Point,Degrees C,16.1,10.9,13.5,19.9,4.7
MTM02C1,Average Maximum Temperature,1959,1959M10,14,Rosslare,Degrees C,16,10.4,13.2,20.3,2.9
MTM02C1,Average Maximum Temperature,1959,1959M10,15,Shannon-Airport,Degrees C,16.1,9.4,12.8,23,1.2
MTM02C1,Average Maximum Temperature,1959,1959M11,1,Belmullet,Degrees C,10.7,5.7,8.2,14.8,-0.5
MTM02C1,Average Maximum Temperature,1959,1959M11,2,Birr,Degrees C,10.2,3,6.6,14.6,-2.6
MTM02C1,Average Maximum Temperature,1959,1959M11,3,Valentia-Observatory,Degrees C,11.6,6.1,8.9,16.6,0.6
MTM02C1,Average Maximum Temperature,1959,1959M11,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M11,5,Claremorris,Degrees C,9.6,2.8,6.2,13.8,-2.3
MTM02C1,Average Maximum Temperature,1959,1959M11,6,Clones,Degrees C,9.4,2.5,6,13.4,-2.7
MTM02C1,Average Maximum Temperature,1959,1959M11,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M11,8,DublinAirport,Degrees C,10.2,4.7,7.5,14.7,-0.8
MTM02C1,Average Maximum Temperature,1959,1959M11,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M11,10,Kilkenny,Degrees C,10,2.9,6.5,14.6,-4.8
MTM02C1,Average Maximum Temperature,1959,1959M11,11,Malin-Head,Degrees C,10.2,5.4,7.8,14,1.2
MTM02C1,Average Maximum Temperature,1959,1959M11,12,Mullingar,Degrees C,9.7,3.1,6.4,13.7,-3.3
MTM02C1,Average Maximum Temperature,1959,1959M11,13,Roches-Point,Degrees C,11.1,6,8.6,16.1,2.2
MTM02C1,Average Maximum Temperature,1959,1959M11,14,Rosslare,Degrees C,11.2,6.3,8.8,14.4,0.1
MTM02C1,Average Maximum Temperature,1959,1959M11,15,Shannon-Airport,Degrees C,10.8,4.3,7.6,14.9,-0.8
MTM02C1,Average Maximum Temperature,1959,1959M12,1,Belmullet,Degrees C,9.4,4.5,7,11.8,-2.1
MTM02C1,Average Maximum Temperature,1959,1959M12,2,Birr,Degrees C,8.9,2.5,5.7,12.5,-3.3
MTM02C1,Average Maximum Temperature,1959,1959M12,3,Valentia-Observatory,Degrees C,10.4,5.3,7.9,13,0.1
MTM02C1,Average Maximum Temperature,1959,1959M12,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M12,5,Claremorris,Degrees C,8.2,2.4,5.3,11.3,-3.9
MTM02C1,Average Maximum Temperature,1959,1959M12,6,Clones,Degrees C,8.1,2.1,5.1,11.7,-2.6
MTM02C1,Average Maximum Temperature,1959,1959M12,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M12,8,DublinAirport,Degrees C,8.8,3.6,6.2,13,0.6
MTM02C1,Average Maximum Temperature,1959,1959M12,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M12,10,Kilkenny,Degrees C,9.1,1.8,5.5,12.9,-4.3
MTM02C1,Average Maximum Temperature,1959,1959M12,11,Malin-Head,Degrees C,8.8,4.3,6.6,11.7,2
MTM02C1,Average Maximum Temperature,1959,1959M12,12,Mullingar,Degrees C,8.1,2.2,5.2,11.7,-1.1
MTM02C1,Average Maximum Temperature,1959,1959M12,13,Roches-Point,Degrees C,10,5,7.5,12.8,1.4
MTM02C1,Average Maximum Temperature,1959,1959M12,14,Rosslare,Degrees C,9.9,4.6,7.3,12.2,0.9
MTM02C1,Average Maximum Temperature,1959,1959M12,15,Shannon-Airport,Degrees C,9.3,3.6,6.5,12.4,-3.7
MTM02C1,Average Maximum Temperature,1960,1960M01,1,Belmullet,Degrees C,8.3,2.9,5.6,12.6,-3.8
MTM02C1,Average Maximum Temperature,1960,1960M01,2,Birr,Degrees C,7.6,0.8,4.2,13,-5.1
MTM02C1,Average Maximum Temperature,1960,1960M01,3,Valentia-Observatory,Degrees C,9.6,3.8,6.7,12.9,-2.3
MTM02C1,Average Maximum Temperature,1960,1960M01,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1960,1960M01,5,Claremorris,Degrees C,7.1,0.6,3.9,12.1,-5.2
MTM02C1,Average Maximum Temperature,1960,1960M01,6,Clones,Degrees C,6.9,0.9,3.9,11.9,-3.3
MTM02C1,Average Maximum Temperature,1960,1960M01,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1960,1960M01,8,DublinAirport,Degrees C,7.8,2.6,5.2,12.8,-1.4
MTM02C1,Average Maximum Temperature,1960,1960M01,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1960,1960M01,10,Kilkenny,Degrees C,7.6,0.8,4.2,12.6,-4.8
MTM02C1,Average Maximum Temperature,1960,1960M01,11,Malin-Head,Degrees C,8.1,3.2,5.7,12.3,-2.8
MTM02C1,Average Maximum Temperature,1960,1960M01,12,Mullingar,Degrees C,6.9,1.2,4.1,11.8,-2.4
MTM02C1,Average Maximum Temperature,1960,1960M01,13,Roches-Point,Degrees C,8.7,4.2,6.5,12.2,-0.4
MTM02C1,Average Maximum Temperature,1960,1960M01,14,Rosslare,Degrees C,8.4,4,6.2,11.6,-0.1
MTM02C1,Average Maximum Temperature,1960,1960M01,15,Shannon-Airport,Degrees C,8.1,1.2,4.7,13.2,-4.8
MTM02C1,Average Maximum Temperature,1960,1960M02,1,Belmullet,Degrees C,7.9,2.2,5.1,12,-2.3
MTM02C1,Average Maximum Temperature,1960,1960M02,2,Birr,Degrees C,7.3,-0.4,3.5,14.5,-6.6
MTM02C1,Average Maximum Temperature,1960,1960M02,3,Valentia-Observatory,Degrees C,9,2.5,5.8,16.8,-3.7
MTM02C1,Average Maximum Temperature,1960,1960M02,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1960,1960M02,5,Claremorris,Degrees C,7.1,0,3.6,12.3,-4.4
MTM02C1,Average Maximum Temperature,1960,1960M02,6,Clones,Degrees C,6.8,-0.3,3.3,12.9,-5.1
MTM02C1,Average Maximum Temperature,1960,1960M02,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1960,1960M02,8,DublinAirport,Degrees C,7.1,1.1,4.1,14.6,-4.9
MTM02C1,Average Maximum Temperature,1960,1960M02,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1960,1960M02,10,Kilkenny,Degrees C,7.7,-0.5,3.6,14.5,-9.4
MTM02C1,Average Maximum Temperature,1960,1960M02,11,Malin-Head,Degrees C,7.3,2.1,4.7,12.2,-2.9
MTM02C1,Average Maximum Temperature,1960,1960M02,12,Mullingar,Degrees C,7.1,0,3.6,14.6,-5.1
MTM02C1,Average Maximum Temperature,1960,1960M02,13,Roches-Point,Degrees C,8,2.8,5.4,11.7,-1.7
MTM02C1,Average Maximum Temperature,1960,1960M02,14,Rosslare,Degrees C,7.9,2.8,5.4,11.9,-3.3
MTM02C1,Average Maximum Temperature,1960,1960M02,15,Shannon-Airport,Degrees C,8,0.3,4.2,14.5,-5.9
MTM02C1,Average Maximum Temperature,1960,1960M03,1,Belmullet,Degrees C,10.6,4.7,7.7,14.6,-0.9
MTM02C1,Average Maximum Temperature,1960,1960M03,2,Birr,Degrees C,10.2,3.9,7.1,17.3,-2.6
MTM02C1,Average Maximum Temperature,1960,1960M03,3,Valentia-Observatory,Degrees C,11.9,6.1,9,16.3,1.7
MTM02C1,Average Maximum Temperature,1960,1960M03,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1960,1960M03,5,Claremorris,Degrees C,10.1,3.9,7,14.9,-2.4
MTM02C1,Average Maximum Temperature,1960,1960M03,6,Clones,Degrees C,9.2,3.5,6.4,14.6,-0.8
MTM02C1,Average Maximum Temperature,1960,1960M03,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1960,1960M03,8,DublinAirport,Degrees C,8.7,4.7,6.7,11.9,0.6
MTM02C1,Average Maximum Temperature,1960,1960M03,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1960,1960M03,10,Kilkenny,Degrees C,10,4.7,7.4,15.6,0.2
MTM02C1,Average Maximum Temperature,1960,1960M03,11,Malin-Head,Degrees C,8.8,5.4,7.1,13.3,1.2
MTM02C1,Average Maximum Temperature,1960,1960M03,12,Mullingar,Degrees C,9.3,3.9,6.6,15,0
MTM02C1,Average Maximum Temperature,1960,1960M03,13,Roches-Point,Degrees C,10.1,6.4,8.3,13.7,2.4
MTM02C1,Average Maximum Temperature,1960,1960M03,14,Rosslare,Degrees C,9.3,6.3,7.8,14.6,2.2
MTM02C1,Average Maximum Temperature,1960,1960M03,15,Shannon-Airport,Degrees C,11,4.8,7.9,14.4,-1.1
MTM02C1,Average Maximum Temperature,1960,1960M04,1,Belmullet,Degrees C,12.6,5.8,9.2,17.1,1.6
MTM02C1,Average Maximum Temperature,1960,1960M04,2,Birr,Degrees C,13.6,4.1,8.9,18.6,-3.1
MTM02C1,Average Maximum Temperature,1960,1960M04,3,Valentia-Observatory,Degrees C,13.3,5.9,9.6,18.4,2.3
MTM02C1,Average Maximum Temperature,1960,1960M04,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1960,1960M04,5,Claremorris,Degrees C,13,4,8.5,18.1,-0.5
MTM02C1,Average Maximum Temperature,1960,1960M04,6,Clones,Degrees C,13.1,4.2,8.7,17.9,0.1
MTM02C1,Average Maximum Temperature,1960,1960M04,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1960,1960M04,8,DublinAirport,Degrees C,12.6,5.4,9,15.1,0.6
MTM02C1,Average Maximum Temperature,1960,1960M04,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1960,1960M04,10,Kilkenny,Degrees C,13.7,4.2,9,18.2,-1.5
MTM02C1,Average Maximum Temperature,1960,1960M04,11,Malin-Head,Degrees C,11.7,5.7,8.7,14.9,2.4
MTM02C1,Average Maximum Temperature,1960,1960M04,12,Mullingar,Degrees C,13.4,4.6,9,17.4,1
MTM02C1,Average Maximum Temperature,1960,1960M04,13,Roches-Point,Degrees C,12.8,6.8,9.8,15.9,3.6
MTM02C1,Average Maximum Temperature,1960,1960M04,14,Rosslare,Degrees C,11.9,6.9,9.4,14.4,3.3
MTM02C1,Average Maximum Temperature,1960,1960M04,15,Shannon-Airport,Degrees C,13.8,5.2,9.5,18.7,-0.6
MTM02C1,Average Maximum Temperature,1960,1960M05,1,Belmullet,Degrees C,15.4,8.5,12,19,2.6
MTM02C1,Average Maximum Temperature,1960,1960M05,2,Birr,Degrees C,17,7.4,12.2,19.3,1.7
MTM02C1,Average Maximum Temperature,1960,1960M05,3,Valentia-Observatory,Degrees C,16.2,9,12.6,20.5,2.2
MTM02C1,Average Maximum Temperature,1960,1960M05,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1960,1960M05,5,Claremorris,Degrees C,16.5,7.4,12,20.5,1.9
MTM02C1,Average Maximum Temperature,1960,1960M05,6,Clones,Degrees C,16.9,7.5,12.2,19.7,2.8
MTM02C1,Average Maximum Temperature,1960,1960M05,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1960,1960M05,8,DublinAirport,Degrees C,15.7,8.6,12.2,20.8,4.8
MTM02C1,Average Maximum Temperature,1960,1960M05,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1960,1960M05,10,Kilkenny,Degrees C,17,7.1,12.1,19.9,0.4
MTM02C1,Average Maximum Temperature,1960,1960M05,11,Malin-Head,Degrees C,14.9,8.9,11.9,19.2,2.4
MTM02C1,Average Maximum Temperature,1960,1960M05,12,Mullingar,Degrees C,17,7.7,12.4,20.5,2.9
MTM02C1,Average Maximum Temperature,1960,1960M05,13,Roches-Point,Degrees C,15.2,10,12.6,19.5,6.6
MTM02C1,Average Maximum Temperature,1960,1960M05,14,Rosslare,Degrees C,14.6,9.5,12.1,17.9,3.9
MTM02C1,Average Maximum Temperature,1960,1960M05,15,Shannon-Airport,Degrees C,17.2,8.5,12.9,20.5,3.1
MTM02C1,Average Maximum Temperature,1960,1960M06,1,Belmullet,Degrees C,16.9,10.7,13.8,23.3,6.6
MTM02C1,Average Maximum Temperature,1960,1960M06,2,Birr,Degrees C,19.6,10.2,14.9,25,3.4
MTM02C1,Average Maximum Temperature,1960,1960M06,3,Valentia-Observatory,Degrees C,18,11.5,14.8,23.9,7.8
MTM02C1,Average Maximum Temperature,1960,1960M06,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1960,1960M06,5,Claremorris,Degrees C,18.2,9.5,13.9,22.8,4.9
MTM02C1,Average Maximum Temperature,1960,1960M06,6,Clones,Degrees C,18.9,9.5,14.2,24.1,4
MTM02C1,Average Maximum Temperature,1960,1960M06,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1960,1960M06,8,DublinAirport,Degrees C,18.9,10.8,14.9,24.9,6.1
MTM02C1,Average Maximum Temperature,1960,1960M06,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1960,1960M06,10,Kilkenny,Degrees C,19.7,10.1,14.9,26.3,3.9
MTM02C1,Average Maximum Temperature,1960,1960M06,11,Malin-Head,Degrees C,16.8,11.3,14.1,21.6,7.6
MTM02C1,Average Maximum Temperature,1960,1960M06,12,Mullingar,Degrees C,19.7,10.3,15,24.1,6
MTM02C1,Average Maximum Temperature,1960,1960M06,13,Roches-Point,Degrees C,17.9,11.7,14.8,22.3,7.6
MTM02C1,Average Maximum Temperature,1960,1960M06,14,Rosslare,Degrees C,16.9,11.5,14.2,22.1,7.6
MTM02C1,Average Maximum Temperature,1960,1960M06,15,Shannon-Airport,Degrees C,19.5,11.2,15.4,24.1,5.6
MTM02C1,Average Maximum Temperature,1960,1960M07,1,Belmullet,Degrees C,17,11.6,14.3,17.9,7.9
MTM02C1,Average Maximum Temperature,1960,1960M07,2,Birr,Degrees C,17.8,10.8,14.3,20.4,6.2
MTM02C1,Average Maximum Temperature,1960,1960M07,3,Valentia-Observatory,Degrees C,16.8,11.9,14.4,19.2,8.4
MTM02C1,Average Maximum Temperature,1960,1960M07,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1960,1960M07,5,Claremorris,Degrees C,17.2,10.4,13.8,20.2,6.4
MTM02C1,Average Maximum Temperature,1960,1960M07,6,Clones,Degrees C,17.4,9.9,13.7,20.7,6.2
MTM02C1,Average Maximum Temperature,1960,1960M07,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1960,1960M07,8,DublinAirport,Degrees C,18.3,11.2,14.8,21.4,8.2
MTM02C1,Average Maximum Temperature,1960,1960M07,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1960,1960M07,10,Kilkenny,Degrees C,18.5,10.7,14.6,21,6.5
MTM02C1,Average Maximum Temperature,1960,1960M07,11,Malin-Head,Degrees C,16.8,11.6,14.2,19.7,8.3
MTM02C1,Average Maximum Temperature,1960,1960M07,12,Mullingar,Degrees C,18.5,10.3,14.4,21.1,7.4
MTM02C1,Average Maximum Temperature,1960,1960M07,13,Roches-Point,Degrees C,17.6,11.8,14.7,21.7,8.9
MTM02C1,Average Maximum Temperature,1960,1960M07,14,Rosslare,Degrees C,18.2,11.9,15.1,21.2,9.2
MTM02C1,Average Maximum Temperature,1960,1960M07,15,Shannon-Airport,Degrees C,17.9,11.7,14.8,21.2,7.7
MTM02C1,Average Maximum Temperature,1960,1960M08,1,Belmullet,Degrees C,17.2,10.8,14,19.7,5.2
MTM02C1,Average Maximum Temperature,1960,1960M08,2,Birr,Degrees C,18.5,9.7,14.1,22,3.6
MTM02C1,Average Maximum Temperature,1960,1960M08,3,Valentia-Observatory,Degrees C,17.9,11.7,14.8,21.1,7.2
MTM02C1,Average Maximum Temperature,1960,1960M08,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1960,1960M08,5,Claremorris,Degrees C,17.8,9.1,13.5,21.8,2.8
MTM02C1,Average Maximum Temperature,1960,1960M08,6,Clones,Degrees C,17.6,9.2,13.4,20.7,3.1
MTM02C1,Average Maximum Temperature,1960,1960M08,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1960,1960M08,8,DublinAirport,Degrees C,17.9,10.5,14.2,21.5,6.1
MTM02C1,Average Maximum Temperature,1960,1960M08,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1960,1960M08,10,Kilkenny,Degrees C,18.9,9.4,14.2,22,3.7
MTM02C1,Average Maximum Temperature,1960,1960M08,11,Malin-Head,Degrees C,16.6,11,13.8,21.7,6.6
MTM02C1,Average Maximum Temperature,1960,1960M08,12,Mullingar,Degrees C,18.7,9.8,14.3,22.1,5.6
MTM02C1,Average Maximum Temperature,1960,1960M08,13,Roches-Point,Degrees C,18.1,11.9,15,20.8,8.8
MTM02C1,Average Maximum Temperature,1960,1960M08,14,Rosslare,Degrees C,17.6,11.9,14.8,19.8,8
MTM02C1,Average Maximum Temperature,1960,1960M08,15,Shannon-Airport,Degrees C,19.1,10.8,15,21.3,4.4
MTM02C1,Average Maximum Temperature,1960,1960M09,1,Belmullet,Degrees C,15.8,10.5,13.2,18.3,8.7
MTM02C1,Average Maximum Temperature,1960,1960M09,2,Birr,Degrees C,16.3,8.3,12.3,20.9,3
MTM02C1,Average Maximum Temperature,1960,1960M09,3,Valentia-Observatory,Degrees C,16.5,10.1,13.3,19,4.4
MTM02C1,Average Maximum Temperature,1960,1960M09,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1960,1960M09,5,Claremorris,Degrees C,15.8,8,11.9,19.3,2.8
MTM02C1,Average Maximum Temperature,1960,1960M09,6,Clones,Degrees C,15.7,7.9,11.8,20.2,3.9
MTM02C1,Average Maximum Temperature,1960,1960M09,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1960,1960M09,8,DublinAirport,Degrees C,16,9,12.5,22.1,5.1
